CRCode,CRName,Latitude,Longitude
USA,United States,38.06084061,-97.92977142
IRN,"Iran, Islamic Rep.",38.08000183,46.29190064
USA,United States,38.13402939,-97.77809143
TUR,Turkey,38.13613129,39.44929123
ITA,Italy,38.15665054,13.17763996
GRC,Greece,38.18333054,24.20000076
IRN,"Iran, Islamic Rep.",38.19729996,44.76530075
USA,United States,38.20980072,-84.55883026
TUR,Turkey,38.21741104,27.64743996
TUR,Turkey,38.2305603,28.20443916
USA,United States,38.23667145,-76.4972229
GRC,Greece,38.24443817,21.73443985
USA,United States,38.24805832,-105.9488907
IRN,"Iran, Islamic Rep.",38.24980164,48.29330063
USA,United States,38.25423813,-85.75940704
USA,United States,38.25445175,-104.6091385
TUR,Turkey,38.25722122,40.08277893
ESP,Spain,38.26218033,-0.701070011
JPN,Japan,38.26699829,140.8670044
TUR,Turkey,38.28245926,26.37458992
USA,United States,38.28562164,-85.8241272
CHN,China,38.29056168,109.7494431
USA,United States,38.29674149,-85.75995636
GRC,Greece,38.29999924,21.78333092
USA,United States,38.30007935,-83.17407227
TUR,Turkey,38.3013916,29.73860931
USA,United States,38.3031807,-77.46054077
CHN,China,38.31666946,116.8666687
USA,United States,38.31726837,-88.90312195
TUR,Turkey,38.32278061,26.30639076
ESP,Spain,38.34516907,-0.481489986
USA,United States,38.34669876,-111.5547256
USA,United States,38.34981918,-81.63262177
USA,United States,38.36066818,-75.59937286
GRC,Greece,38.36777878,26.13582993
GRC,Greece,38.36917114,21.42917061
GRC,Greece,38.37018967,21.42951965
CHN,China,38.37443924,111.9716568
TUR,Turkey,38.39056015,35.49222183
USA,United States,38.40390015,-96.18166351
USA,United States,38.40602112,-122.7354126
USA,United States,38.40879822,-121.3716202
CHN,China,38.40916824,112.7333298
TUR,Turkey,38.41273117,27.13838005
ESP,Spain,38.41667175,-6.416669846
CHN,China,38.41667175,77.24056244
TUR,Turkey,38.41802979,43.23648834
IRN,"Iran, Islamic Rep.",38.42910004,48.87200165
USA,United States,38.43283081,-90.37761688
IRN,"Iran, Islamic Rep.",38.43289948,45.77489853
TUR,Turkey,38.44815826,39.30844879
CHN,China,38.46805954,106.2730637
IRN,"Iran, Islamic Rep.",38.47740173,47.06990051
USA,United States,38.47840881,-82.63793945
TUR,Turkey,38.49533081,27.6996994
TUR,Turkey,38.49943924,29.68361092
CHN,China,38.51306152,114.9955597
USA,United States,38.52005005,-89.98399353
TJK,Tajikistan,38.53575134,68.77905273
USA,United States,38.5451088,-75.08907318
USA,United States,38.54893875,-86.61998749
IRN,"Iran, Islamic Rep.",38.5503006,44.95209885
PRT,Portugal,38.56666946,-7.900000095
USA,United States,38.57699204,-94.87277985
USA,United States,38.58156967,-121.4944
ESP,Spain,38.59885025,-0.05139
USA,United States,38.60826111,-104.8098984
TUR,Turkey,38.61201859,27.42646027
USA,United States,38.62726975,-90.19789124
USA,United States,38.64123154,-75.61103821
USA,United States,38.65414047,-92.77891541
TUR,Turkey,38.6547699,43.99301148
USA,United States,38.66310883,-90.57707214
TUR,Turkey,38.67351151,29.40579987
USA,United States,38.67646408,-112.1439819
USA,United States,38.67797852,-121.1749802
USA,United States,38.68222046,-104.7008133
CHN,China,38.69889069,116.0936127
CHN,China,38.71527863,112.7574997
PRT,Portugal,38.71667099,-9.133330345
USA,United States,38.72277832,-77.53610992
PRT,Portugal,38.72705841,-9.246709824
USA,United States,38.73173904,-82.99767304
TUR,Turkey,38.7322197,35.48527908
USA,United States,38.75094986,-77.47527313
USA,United States,38.75212097,-121.2880096
USA,United States,38.76279068,-93.73605347
USA,United States,38.77178574,-88.84837341
TKM,Turkmenistan,38.78392029,63.88034821
USA,United States,38.78393936,-90.48123169
CHN,China,38.79666901,106.6722183
USA,United States,38.79994965,-77.54425049
CHN,China,38.79999924,121.2666702
USA,United States,38.80046845,-119.3273773
USA,United States,38.80194855,-94.45272827
USA,United States,38.81061173,-90.69985199
USA,United States,38.82630158,-88.48368073
CHN,China,38.83333206,105.6666641
USA,United States,38.83388138,-104.8213577
USA,United States,38.84027863,-97.61141968
CHN,China,38.85110855,115.4902802
USA,United States,38.85707855,-77.0609436
USA,United States,38.88100815,-77.10427856
USA,United States,38.88140106,-94.81912994
USA,United States,38.88584137,-94.53301239
IRN,"Iran, Islamic Rep.",38.89149857,45.02550125
USA,United States,38.89511108,-77.03636932
GRC,Greece,38.90000153,22.43333054
USA,United States,38.90121841,-77.26525879
USA,United States,38.90156555,-77.05078125
ESP,Spain,38.91611099,-6.343659878
AZE,Azerbaijan,38.92055893,48.23722076
TUR,Turkey,38.93503189,26.93400002
TUR,Turkey,38.93925095,33.53860092
USA,United States,38.95170975,-92.3340683
USA,United States,38.96667099,-94.61689758
ESP,Spain,38.96667099,-0.183329999
USA,United States,38.96955109,-77.38610077
ESP,Spain,38.97974014,-0.686829984
USA,United States,38.98040009,-120.9875031
USA,United States,38.98067093,-76.93692017
USA,United States,38.98223114,-94.67079163
CHN,China,39.00333405,117.7108307
CHN,China,39.02861023,121.6949997
CHN,China,39.04193878,106.3958282
USA,United States,39.04372025,-77.48748779
CHN,China,39.04512024,114.0185776
CHN,China,39.04975128,112.4424515
GRC,Greece,39.04999924,22.95000076
UZB,Uzbekistan,39.05778122,66.83416748
USA,United States,39.06386948,-108.5506516
TUR,Turkey,39.07099915,26.89016914
USA,United States,39.08367157,-84.50855255
USA,United States,39.08399963,-77.15276337
USA,United States,39.09112167,-94.41551209
USA,United States,39.09928131,-76.84831238
USA,United States,39.09973145,-94.57856751
USA,United States,39.10382843,-94.57266998
USA,United States,39.1054306,-84.50215149
USA,United States,39.11417007,-94.62745667
USA,United States,39.11566162,-77.56359863
USA,United States,39.11859894,-94.62539673
GRC,Greece,39.12472153,23.72472
CHN,China,39.14110947,117.0088882
CHN,China,39.14221954,117.1766663
USA,United States,39.14344025,-77.20137024
TUR,Turkey,39.14582825,34.16389084
CHN,China,39.14777756,117.1966705
USA,United States,39.14783859,-94.56887817
GRC,Greece,39.15000153,23.86667061
USA,United States,39.16199875,-84.45688629
USA,United States,39.16379929,-119.7674026
USA,United States,39.16532135,-86.52639008
USA,United States,39.18566132,-78.16333008
USA,United States,39.19636154,-111.6822052
ITA,Italy,39.20737839,9.134619713
ARM,Armenia,39.20753861,46.40576172
USA,United States,39.21435928,-76.87971497
CHN,China,39.23332977,106.7694397
USA,United States,39.26585388,-81.5366745
USA,United States,39.29037857,-76.61219025
USA,United States,39.31111145,-94.92246246
ITA,Italy,39.31138992,8.534999847
USA,United States,39.32923889,-82.10125732
CHN,China,39.33000183,87.61000061
GRC,Greece,39.33332825,23.04999924
USA,United States,39.3642807,-74.42292786
USA,United States,39.36582947,-106.1858292
GRC,Greece,39.3666687,22.94582939
TUR,Turkey,39.39015961,26.84127045
TUR,Turkey,39.39250183,28.13110924
GRC,Greece,39.40000153,21.08333015
USA,United States,39.4015007,-76.60191345
USA,United States,39.41426849,-77.41053772
USA,United States,39.41547012,-119.2246094
USA,United States,39.42008972,-74.49983978
USA,United States,39.42391968,-92.80158234
CHN,China,39.44250107,114.2344437
USA,United States,39.44515991,-82.22575378
USA,United States,39.44894028,-91.05152893
CHN,China,39.45471954,75.97972107
USA,United States,39.46670151,-87.41390991
ESP,Spain,39.46960068,3.148309946
ESP,Spain,39.46974945,-0.377389997
PRT,Portugal,39.48114014,-8.539489746
PRT,Portugal,39.48332977,-8.166669846
USA,United States,39.48508072,-80.14257813
USA,United States,39.49409866,-94.56390381
ESP,Spain,39.5,-0.433329999
GRC,Greece,39.5,22.88332939
TUR,Turkey,39.50040817,26.97269058
CHN,China,39.50971985,116.6947174
USA,United States,39.51506043,-84.39827728
USA,United States,39.51860046,-104.7613602
USA,United States,39.5214386,-85.7769165
USA,United States,39.5349083,-119.7526932
ESP,Spain,39.56938934,2.650239944
USA,United States,39.57487106,-104.8610687
USA,United States,39.57537842,-76.99581146
TUR,Turkey,39.57715988,32.14131928
TUR,Turkey,39.58596039,28.62568092
ITA,Italy,39.59500122,16.5177002
TUR,Turkey,39.5961113,27.02444077
USA,United States,39.59941101,-110.8107071
CHN,China,39.59999847,109.7833328
USA,United States,39.60678101,-75.83326721
USA,United States,39.6130867,-104.8839264
USA,United States,39.6133194,-105.0166473
TUR,Turkey,39.62277985,34.09582901
ESP,Spain,39.62366867,-3.338129997
USA,United States,39.62839127,-84.15937805
CHN,China,39.6333313,118.1833267
GRC,Greece,39.63721848,22.42028046
PRT,Portugal,39.64168167,-8.591899872
USA,United States,39.64181137,-77.71807861
USA,United States,39.64776993,-104.9877625
IRN,"Iran, Islamic Rep.",39.64820099,47.91740036
TUR,Turkey,39.64916992,27.88611031
UZB,Uzbekistan,39.65417099,66.9597168
CHN,China,39.66471863,106.8122177
JPN,Japan,39.68299866,141.1499939
USA,United States,39.68371964,-75.74965668
ESP,Spain,39.68492127,-3.773940086
CHN,China,39.70417023,119.1505585
USA,United States,39.72198868,-86.08998108
UZB,Uzbekistan,39.72277832,64.55166626
USA,United States,39.72848892,-121.8374786
USA,United States,39.72943115,-104.8319168
USA,United States,39.73600006,-75.54653931
USA,United States,39.73800659,-75.550354
USA,United States,39.739151,-104.9847031
PRT,Portugal,39.74362183,-8.807049751
USA,United States,39.74594879,-75.54659271
USA,United States,39.75553894,-105.2210999
USA,United States,39.75894928,-84.19161224
CHN,China,39.76666641,98.56666565
USA,United States,39.76837921,-86.15804291
USA,United States,39.77069855,-86.16069794
USA,United States,39.7765007,-74.86238098
TUR,Turkey,39.77666855,30.52055931
USA,United States,39.78504181,-85.76941681
USA,United States,39.79956055,-75.53993988
USA,United States,39.80171967,-89.64370728
USA,United States,39.80276108,-105.0874786
CHN,China,39.81666946,98.30000305
USA,United States,39.82479858,-79.75449371
USA,United States,39.82894135,-84.89024353
USA,United States,39.83665085,-105.0372009
USA,United States,39.84030914,-88.95480347
ESP,Spain,39.85316086,3.121380091
ESP,Spain,39.85361862,-0.156420007
USA,United States,39.85869217,-74.81012726
TUR,Turkey,39.87543869,38.1135788
USA,United States,39.88145065,-83.09295654
ITA,Italy,39.90306091,8.591939926
CHN,China,39.90750122,116.3972321
TUR,Turkey,39.91986847,32.85427094
USA,United States,39.92053986,-105.086647
TUR,Turkey,39.92053986,40.69520187
USA,United States,39.92422867,-83.80882263
USA,United States,39.9259491,-75.11962128
CHN,China,39.93167114,119.5883331
USA,United States,39.93759155,-77.6611023
CHN,China,39.93917084,116.0916672
USA,United States,39.94034958,-82.01319122
USA,United States,39.94781876,-74.91168213
USA,United States,39.95220184,-75.16410065
USA,United States,39.95233917,-75.16378784
USA,United States,39.95558929,-86.01387024
USA,United States,39.96065903,-75.60549164
USA,United States,39.96118164,-82.99878693
USA,United States,39.96260071,-76.72773743
ARM,Armenia,39.96514893,44.55936813
USA,United States,39.96641922,-105.1541977
USA,United States,39.97261047,-74.58293152
USA,United States,39.97776032,-105.1319275
USA,United States,39.97978973,-83.04074097
ESP,Spain,40.00112152,3.841439962
CHN,China,40.00249863,113.1263886
CHN,China,40.00999832,112.75
USA,United States,40.01499176,-105.2705536
USA,United States,40.03340149,-83.1582489
TUR,Turkey,40.0336113,29.66472054
USA,United States,40.03787994,-76.30551148
USA,United States,40.03950119,-84.20327759
ESP,Spain,40.05286026,-3.99090004
TUR,Turkey,40.06193924,38.60667038
TUR,Turkey,40.07806015,29.51333046
USA,United States,40.07923508,-82.94056702
CHN,China,40.09360886,113.2913895
USA,United States,40.09923172,-83.11408234
CHN,China,40.10972214,113.1222229
USA,United States,40.11299896,-111.6735001
USA,United States,40.11495972,-111.6549225
USA,United States,40.11642075,-88.24337769
USA,United States,40.1244812,-87.63002014
USA,United States,40.12617111,-82.92906952
CHN,China,40.12916946,124.394722
TUR,Turkey,40.14556122,26.40638924
PRT,Portugal,40.15084839,-8.861789703
ARM,Armenia,40.15876007,44.43915939
ARM,Armenia,40.18111038,44.51361084
TUR,Turkey,40.19166946,29.06110954
USA,United States,40.19337845,-85.38636017
USA,United States,40.20148087,-77.18887329
PRT,Portugal,40.20563889,-8.419549942
USA,United States,40.21704865,-74.74294281
USA,United States,40.22052002,-111.6931381
USA,United States,40.23384094,-111.6585312
USA,United States,40.24098587,-75.1314621
USA,United States,40.26010895,-74.27375794
ARM,Armenia,40.26741028,44.62656021
GRC,Greece,40.27193832,22.50250053
USA,United States,40.27370071,-76.8844223
USA,United States,40.27947998,-86.51084137
TJK,Tajikistan,40.28527069,69.62792206
USA,United States,40.28617859,-78.86797333
USA,United States,40.2969017,-111.6946487
USA,United States,40.29867172,-83.06796265
USA,United States,40.30427933,-74.10041809
USA,United States,40.30708695,-78.94080353
USA,United States,40.31412125,-112.0068817
ARM,Armenia,40.32886887,43.91847992
USA,United States,40.33253861,-75.11663818
USA,United States,40.3356514,-75.92687225
USA,United States,40.34900284,-74.4417038
ITA,Italy,40.37329102,16.8076191
AZE,Azerbaijan,40.37767029,49.89200974
USA,United States,40.38019943,-111.9909973
ARM,Armenia,40.38428116,43.87387085
USA,United States,40.39162064,-111.850769
USA,United States,40.3956337,-74.11058807
CHN,China,40.40000153,95.76667023
USA,United States,40.41270065,-74.2525177
GRC,Greece,40.41638947,22.60277939
ESP,Spain,40.41650009,-3.702559948
USA,United States,40.42118073,-79.7881012
USA,United States,40.42330933,-104.7091293
USA,United States,40.42488098,-79.98095703
USA,United States,40.44062042,-79.99588776
USA,United States,40.44432068,-79.95491791
ALB,Albania,40.46667099,19.48971939
ITA,Italy,40.47610855,17.22971916
USA,United States,40.47748184,-104.9013596
USA,United States,40.48979187,-81.44567108
ARM,Armenia,40.49747849,44.76620102
USA,United States,40.51411057,-112.0329895
USA,United States,40.5141983,-88.9906311
USA,United States,40.52188873,-111.9391022
UZB,Uzbekistan,40.52861023,70.94249725
KGZ,Kyrgyz Republic,40.52944183,72.79000092
USA,United States,40.53078079,-112.2982788
USA,United States,40.53972244,-74.46639252
USA,United States,40.55451584,-74.46016693
USA,United States,40.56216812,-111.929657
USA,United States,40.56968308,-111.8543396
USA,United States,40.56989288,-79.75081635
USA,United States,40.57204056,-111.8605576
USA,United States,40.58654022,-122.3916779
GRC,Greece,40.59999847,22.5
TUR,Turkey,40.60198975,43.09495163
USA,United States,40.60815811,-74.27764893
USA,United States,40.60842896,-75.49018097
USA,United States,40.60966873,-111.9391022
ITA,Italy,40.61090851,14.98515034
USA,United States,40.6110611,-111.8999405
USA,United States,40.61885834,-111.8212204
TUR,Turkey,40.62015152,29.22536087
ESP,Spain,40.6333313,-3.166670084
GRC,Greece,40.64028168,22.94388962
GRC,Greece,40.64056015,22.95944023
UZB,Uzbekistan,40.64139175,72.23722076
USA,United States,40.65010071,-73.94957733
ARM,Armenia,40.65013123,43.97755814
CHN,China,40.65222168,109.8222198
USA,United States,40.65467835,-74.00572205
USA,United States,40.65483093,-73.67179871
GRC,Greece,40.65694046,22.89999962
PRT,Portugal,40.66101074,-7.90970993
USA,United States,40.66399002,-74.21070099
CHN,China,40.66482163,122.2283325
USA,United States,40.66688919,-111.8879929
ITA,Italy,40.67797089,14.76599026
USA,United States,40.68677139,-73.37345123
TUR,Turkey,40.69141007,30.26737976
TUR,Turkey,40.69144058,29.6156807
USA,United States,40.69160843,-112.0010529
USA,United States,40.69364929,-89.58898926
USA,United States,40.69565964,-73.32568359
USA,United States,40.69945908,-99.08148193
USA,United States,40.71408081,-74.00627899
USA,United States,40.71427155,-74.00596619
USA,United States,40.71485901,-111.8916626
ESP,Spain,40.71577835,-4.074019909
USA,United States,40.71993637,-74.00501251
USA,United States,40.73132324,-73.99008942
USA,United States,40.73566055,-74.17237091
USA,United States,40.7425499,-84.10523224
USA,United States,40.75016403,-73.99788666
CHN,China,40.75241852,120.8355179
USA,United States,40.75397873,-111.8817215
USA,United States,40.75416946,-89.60119629
USA,United States,40.755867,-96.6960144
USA,United States,40.75838852,-82.51544952
USA,United States,40.76078033,-111.8910522
USA,United States,40.76412964,-73.51896668
CHN,China,40.76666641,107.4000015
TUR,Turkey,40.76694107,29.91694069
USA,United States,40.76777649,-74.03009033
USA,United States,40.7684288,-73.52513123
TUR,Turkey,40.77017975,34.89838028
ARM,Armenia,40.7800293,43.90026856
TUR,Turkey,40.78055954,30.40332985
USA,United States,40.78084183,-99.74150085
USA,United States,40.78274918,-76.23457336
UZB,Uzbekistan,40.78305817,72.34388733
TUR,Turkey,40.78833008,37.60166931
USA,United States,40.7887001,-96.71440125
USA,United States,40.79001236,-74.06208038
ARM,Armenia,40.7942009,43.84527969
USA,United States,40.7967186,-74.05532074
USA,United States,40.79676819,-74.48153687
USA,United States,40.7989502,-81.37844849
USA,United States,40.79999924,-96.66696167
USA,United States,40.80038071,-72.78981781
TUR,Turkey,40.80276108,29.43067932
USA,United States,40.8042717,-74.01207733
USA,United States,40.80506134,-81.93514252
USA,United States,40.80892944,-75.61833954
CHN,China,40.81000137,114.8794403
CHN,China,40.81055832,111.6522217
USA,United States,40.81157303,-73.95380402
ESP,Spain,40.81248856,0.521600008
USA,United States,40.81914139,-96.71071625
USA,United States,40.82698822,-73.82328033
ITA,Italy,40.83332825,14.25
TUR,Turkey,40.83889008,31.16389084
UZB,Uzbekistan,40.84471893,69.59832764
CHN,China,40.85388947,107.4277802
USA,United States,40.85593033,-73.20066834
USA,United States,40.85842896,-74.16375732
USA,United States,40.86019898,-79.71659851
USA,United States,40.88591766,-123.5406647
USA,United States,40.88938904,-111.8807678
USA,United States,40.89318085,-89.03568268
GRC,Greece,40.89556122,26.17000008
USA,United States,40.91149139,-73.78234863
TUR,Turkey,40.91698074,38.38740921
ESP,Spain,40.92454147,-2.924679995
USA,United States,40.92501068,-98.3420105
USA,United States,40.92760086,-73.99736023
USA,United States,40.93120956,-73.89875031
KGZ,Kyrgyz Republic,40.93333054,73
USA,United States,40.9487114,-73.73262787
ESP,Spain,40.96667099,-5.650000095
CHN,China,40.97249985,117.9361115
UZB,Uzbekistan,40.99425888,71.66091919
UZB,Uzbekistan,40.99829865,71.67256928
