CRCode,CRName,Latitude,Longitude
NZL,New Zealand,-46.12083054,169.9694366
NZL,New Zealand,-45.87416077,170.5036163
NZL,New Zealand,-45.03023148,168.6627045
NZL,New Zealand,-44.26667023,171.1333313
NZL,New Zealand,-43.53332901,172.6333313
AUS,Australia,-41.88341904,145.3362274
CHL,Chile,-41.46984863,-72.9447403
NZL,New Zealand,-41.28664017,174.7755737
ARG,Argentina,-38.95161057,-68.05909729
AUS,Australia,-38.40000153,145.1666718
AUS,Australia,-38.33332825,144.2666626
AUS,Australia,-38.33084869,144.3263855
AUS,Australia,-38.26667023,145.8666687
AUS,Australia,-38.23476028,146.394989
AUS,Australia,-38.14710999,144.3606873
AUS,Australia,-37.81819153,145.0017548
AUS,Australia,-37.81399918,144.9633179
NZL,New Zealand,-37.78332901,175.2833252
AUS,Australia,-37.06708908,144.2168427
NZL,New Zealand,-36.8666687,174.7666626
AUS,Australia,-36.38047028,145.3986664
AUS,Australia,-36.36565018,148.826767
CHL,Chile,-35.43333054,-71.66667175
AUS,Australia,-35.35493088,149.2319946
AUS,Australia,-35.1853714,143.3508148
AUS,Australia,-35.12577057,147.3537445
AUS,Australia,-34.92866135,138.5986328
ARG,Argentina,-34.92145157,-57.95452881
ARG,Argentina,-34.8956604,-60.01667023
URY,Uruguay,-34.83346176,-56.16735077
ARG,Argentina,-34.66666794,-58.66666794
ARG,Argentina,-34.61315155,-58.3772316
ARG,Argentina,-34.58332825,-58.3833313
AUS,Australia,-34.42399979,150.8934479
AUS,Australia,-34.18550873,142.1625061
ZAF,South Africa,-34.08333206,18.85000038
ZAF,South Africa,-34.05064011,24.91950035
ZAF,South Africa,-34.03627014,23.04713059
ZAF,South Africa,-33.9346199,18.86676025
ZAF,South Africa,-33.92583847,18.42321968
ZAF,South Africa,-33.91799164,25.57007027
AUS,Australia,-33.86785126,151.2073212
ZAF,South Africa,-33.64651108,19.44852066
ZAF,South Africa,-33.59067154,22.20140076
ZAF,South Africa,-33.46080017,18.72714043
CHL,Chile,-33.42628098,-70.56655884
ZAF,South Africa,-33.30421829,26.53276062
ZAF,South Africa,-33.01166916,17.94420052
ARG,Argentina,-32.94681931,-60.63932037
ARG,Argentina,-32.89083862,-68.82717133
AUS,Australia,-31.95223999,115.8613968
AUS,Australia,-31.0904808,150.9290466
ZAF,South Africa,-30.86359978,30.37051964
ZAF,South Africa,-30.74136925,30.45499039
AUS,Australia,-30.38332939,153.0666656
ARG,Argentina,-30.21328926,-61.87596893
AUS,Australia,-30.11058044,153.2006683
BRA,Brazil,-30.03306007,-51.22999954
ZAF,South Africa,-29.85790062,31.0291996
BRA,Brazil,-29.68416977,-53.80693817
ZAF,South Africa,-29.66433907,17.88649941
ZAF,South Africa,-29.61677933,30.3927803
LSO,Lesotho,-29.31666946,27.48332977
ZAF,South Africa,-29.12105942,26.2140007
ZAF,South Africa,-28.88648033,31.46990013
ZAF,South Africa,-28.76197052,31.89328957
ZAF,South Africa,-28.73225975,24.76231957
BRA,Brazil,-28.48250008,-48.78083038
AUS,Australia,-28.30042076,153.5706329
AUS,Australia,-28.03333092,152.9333344
AUS,Australia,-28.00028992,153.4308777
ZAF,South Africa,-27.98644066,26.70660973
BRA,Brazil,-27.87083054,-54.48139191
ZAF,South Africa,-27.76951981,30.79165077
ZAF,South Africa,-27.75795937,29.93180084
ZAF,South Africa,-27.69569016,23.0492897
BRA,Brazil,-27.59667015,-48.54917145
BRA,Brazil,-27.58612061,-48.52334976
AUS,Australia,-27.48855019,153.0365448
ARG,Argentina,-27.48060036,-58.83409882
AUS,Australia,-27.46793938,153.0280914
ARG,Argentina,-27.36708069,-55.89608002
BRA,Brazil,-27.34361076,-51.61193848
PRY,Paraguay,-27.33333015,-55.90000153
ZAF,South Africa,-27.19739914,25.98311043
ZAF,South Africa,-27.18870926,25.32930946
ZAF,South Africa,-26.93366051,29.24151993
BRA,Brazil,-26.91943932,-49.0661087
BRA,Brazil,-26.89888954,-48.65417099
ZAF,South Africa,-26.81357956,27.81694984
PRY,Paraguay,-26.78333092,-56.93333054
ZAF,South Africa,-26.71666908,27.10000038
ZAF,South Africa,-26.71170998,27.83794975
ZAF,South Africa,-26.54999924,29.16666985
ZAF,South Africa,-26.53333092,29.98332977
ZAF,South Africa,-26.50476074,28.35920906
ZAF,South Africa,-26.43137932,28.47713089
ZAF,South Africa,-26.26722145,28.12194443
ZAF,South Africa,-26.20227051,28.0436306
ZAF,South Africa,-26.16250038,27.87249947
ZAF,South Africa,-26.05447006,28.05891037
MOZ,Mozambique,-25.96528053,32.58916855
ZAF,South Africa,-25.9636097,28.13777924
ZAF,South Africa,-25.85890961,28.18577004
PRY,Paraguay,-25.78333092,-55.06666946
ZAF,South Africa,-25.77507019,29.46482086
PRY,Paraguay,-25.75,-56.43333054
ZAF,South Africa,-25.7448597,28.18782997
PRY,Paraguay,-25.64999962,-54.70000076
ZAF,South Africa,-25.63472939,27.78022003
ZAF,South Africa,-25.61692047,27.99471092
BRA,Brazil,-25.54777908,-54.58805847
PRY,Paraguay,-25.51666641,-54.6166687
ZAF,South Africa,-25.47447968,30.97032929
BRA,Brazil,-25.42778015,-49.27305985
BRA,Brazil,-25.34806061,-54.23778153
PRY,Paraguay,-25.31666946,-57.59999847
PRY,Paraguay,-25.30065918,-57.63591003
PRY,Paraguay,-25.26667023,-57.66667175
ZAF,South Africa,-25.0977993,30.45966911
BRA,Brazil,-24.79888916,-53.30667114
ARG,Argentina,-24.78590012,-65.41165924
ZAF,South Africa,-24.7245903,31.19939041
BRA,Brazil,-24.7136097,-53.74306107
ZAF,South Africa,-24.70000076,28.39999962
BWA,Botswana,-24.62693977,25.86556053
ZAF,South Africa,-24.59165001,27.41155052
PRY,Paraguay,-24.51667023,-55.70000076
AUS,Australia,-24.41666985,150.5
PRY,Paraguay,-24.10000038,-57.08332825
BRA,Brazil,-24.09305954,-46.62083054
PRY,Paraguay,-24.04999924,-54.34999847
BRA,Brazil,-23.96083069,-46.33361054
ZAF,South Africa,-23.90447998,29.46884918
ZAF,South Africa,-23.83321953,30.16350937
AUS,Australia,-23.69747925,133.8836212
BRA,Brazil,-23.66333008,-52.60499954
CHL,Chile,-23.64999962,-70.40000153
BRA,Brazil,-23.60388947,-46.91917038
BRA,Brazil,-23.54750061,-46.6361084
BRA,Brazil,-23.42527962,-51.93861008
BRA,Brazil,-23.41666985,-54.65000153
BRA,Brazil,-23.31027985,-51.16278076
BRA,Brazil,-23.09860992,-48.92583084
BRA,Brazil,-22.92305946,-53.13721848
BRA,Brazil,-22.90555954,-47.06082916
BRA,Brazil,-22.90278053,-43.20750046
BRA,Brazil,-22.88582993,-48.4449997
BRA,Brazil,-22.85222054,-43.77528
BRA,Brazil,-22.59860992,-48.80028153
BRA,Brazil,-22.55417061,-45.77999878
BRA,Brazil,-22.52693939,-41.9449997
BRA,Brazil,-22.46888924,-44.44667053
CHL,Chile,-22.46666908,-68.93332672
BRA,Brazil,-22.37083054,-41.78694153
PRY,Paraguay,-22.35000038,-60.03332901
BRA,Brazil,-22.22916985,-50.89305878
PRY,Paraguay,-22.13332939,-56.51667023
BRA,Brazil,-21.79443932,-48.17556
BRA,Brazil,-21.66917038,-42.07611084
BRA,Brazil,-21.46805954,-49.22082901
BRA,Brazil,-21.38916969,-42.69667053
BRA,Brazil,-21.20889092,-50.43278122
BRA,Brazil,-21.17749977,-47.81027985
BRA,Brazil,-21.13777924,-48.97277832
BRA,Brazil,-20.97193909,-46.11888886
BRA,Brazil,-20.86360931,-46.38806152
BRA,Brazil,-20.81971932,-49.37944031
BRA,Brazil,-20.75111008,-51.67832947
BRA,Brazil,-20.73722076,-48.91471863
BRA,Brazil,-20.58139038,-47.85472107
BRA,Brazil,-20.55722046,-48.56777954
BRA,Brazil,-20.53861046,-47.40082932
BRA,Brazil,-20.4477787,-52.8777771
BRA,Brazil,-20.32971954,-40.29249954
MUS,Mauritius,-20.18972015,57.71443939
MUS,Mauritius,-20.16193962,57.49888992
BRA,Brazil,-20.13888931,-44.88388825
BRA,Brazil,-20.02471924,-48.94055939
BRA,Brazil,-19.92082977,-43.93777847
BRA,Brazil,-19.61916924,-43.22694016
BRA,Brazil,-19.59333038,-46.94055939
BRA,Brazil,-19.39110947,-40.07221985
AUS,Australia,-19.26638985,146.8056946
BRA,Brazil,-18.91860962,-48.27722168
BRA,Brazil,-18.77499962,-42.93249893
ZWE,Zimbabwe,-17.82934952,31.05389023
BOL,Bolivia,-17.79999924,-63.16667175
BRA,Brazil,-17.56944084,-52.55110931
PYF,French Polynesia,-17.53333092,-149.5666656
BRA,Brazil,-16.67860985,-49.25389099
BOL,Bolivia,-16.5,-68.15000153
BRA,Brazil,-16.32666969,-48.95278168
BRA,Brazil,-16.25250053,-47.95027924
MWI,Malawi,-15.78499031,35.00854111
BRA,Brazil,-15.77972031,-47.92972183
BRA,Brazil,-15.56305981,-39.30250168
BRA,Brazil,-15.56221962,-49.9486084
PER,Peru,-15.21193981,-75.1102829
AGO,Angola,-14.91716957,13.49250031
MWI,Malawi,-13.9669199,33.78725052
BRA,Brazil,-13.26805973,-39.66278076
BRA,Brazil,-13.03028011,-39.60472107
BRA,Brazil,-12.97111034,-38.51082993
AGO,Angola,-12.7761097,15.73917007
PER,Peru,-12.04333305,-77.02833557
BRA,Brazil,-10.91110992,-37.07167053
BRA,Brazil,-10.21278,-48.36027908
BRA,Brazil,-9.665829659,-35.73527908
AGO,Angola,-9.540149689,16.34095955
BRA,Brazil,-8.875559807,-36.3666687
AGO,Angola,-8.836819649,13.23431969
BRA,Brazil,-8.761940002,-63.9038887
IDN,Indonesia,-8.49600029,118.5407028
IDN,Indonesia,-8.469099998,122.7070007
IDN,Indonesia,-8.286999702,112.3952026
IDN,Indonesia,-8.136699677,115.0653
IDN,Indonesia,-8.065699577,111.9024963
BRA,Brazil,-8.053890228,-34.88111115
IDN,Indonesia,-7.979700089,112.6304016
IDN,Indonesia,-7.816669941,112.0166702
IDN,Indonesia,-7.78278017,110.3608322
IDN,Indonesia,-7.705560207,109.0308304
IDN,Indonesia,-7.689199924,108.6572037
IDN,Indonesia,-7.556109905,110.8316727
IDN,Indonesia,-7.399300098,108.2606964
IDN,Indonesia,-7.327400208,108.2207031
IDN,Indonesia,-7.249169827,112.7508316
IDN,Indonesia,-7.21239996,107.9049988
IDN,Indonesia,-7.134399891,106.6978989
IDN,Indonesia,-7.127699852,108.5282974
IDN,Indonesia,-7.102600098,107.7640991
IDN,Indonesia,-7.098100185,109.3243027
IDN,Indonesia,-6.993199825,110.4203033
IDN,Indonesia,-6.970829964,107.5674973
IDN,Indonesia,-6.93888998,107.7527771
IDN,Indonesia,-6.937699795,111.259697
BRA,Brazil,-6.872220039,-36.91860962
IDN,Indonesia,-6.869400024,109.1401978
IDN,Indonesia,-6.805699825,110.9262009
IDN,Indonesia,-6.804800034,110.8404999
IDN,Indonesia,-6.710999966,108.5037003
IDN,Indonesia,-6.697800159,110.710701
IDN,Indonesia,-6.645279884,108.4102783
IDN,Indonesia,-6.556940079,107.4433289
IDN,Indonesia,-6.47300005,105.8781967
IDN,Indonesia,-6.32638979,108.3199997
IDN,Indonesia,-6.234899998,106.9896011
IDN,Indonesia,-6.214620113,106.8451309
IDN,Indonesia,-6.178306103,106.6318893
IDN,Indonesia,-6.17027998,106.5302811
IDN,Indonesia,-5.957139969,106.0726624
BRA,Brazil,-5.795000076,-35.20943832
IDN,Indonesia,-5.425439835,105.2580338
BRA,Brazil,-5.1875,-37.34416962
IDN,Indonesia,-5.133259773,105.4359512
SYC,Seychelles,-4.616670132,55.45000076
IDN,Indonesia,-4.550000191,136.8899994
COD,"Congo, Dem. Rep.",-4.324590206,15.32145977
BRA,Brazil,-3.717220068,-38.5430603
IDN,Indonesia,-3.466670036,102.5333328
IDN,Indonesia,-3.416670084,114.8499985
BRA,Brazil,-3.101939917,-60.02500153
IDN,Indonesia,-2.533329964,112.9499969
BRA,Brazil,-2.529720068,-44.30278015
IDN,Indonesia,-2.417730093,115.2494125
ECU,Ecuador,-2.166670084,-79.90000153
IDN,Indonesia,-1.600000024,103.6166687
BRA,Brazil,-1.455829978,-48.50444031
IDN,Indonesia,-1.267529964,116.8288727
IDN,Indonesia,-0.949240029,100.3542709
ECU,Ecuador,-0.716669977,-77.1333313
ECU,Ecuador,-0.229849994,-78.52494812
IDN,Indonesia,-0.033330001,109.3333282
IDN,Indonesia,1.083333015,104.0333328
SGP,Singapore,1.289669991,103.8500671
MYS,Malaysia,1.465499997,103.7577972
MYS,Malaysia,1.472599983,103.8779984
MYS,Malaysia,1.486600041,103.3896027
MYS,Malaysia,1.50999999,103.5140991
MYS,Malaysia,1.533329964,103.6666718
MYS,Malaysia,1.549999952,110.3333282
IDN,Indonesia,1.683330059,101.4499969
MYS,Malaysia,1.738100052,103.8999023
IDN,Indonesia,1.742699981,98.77919769
MYS,Malaysia,1.827800035,103.3000031
MYS,Malaysia,1.854799986,102.9325027
MYS,Malaysia,1.868100047,103.1123962
MYS,Malaysia,2.013600111,103.0659027
MYS,Malaysia,2.016669989,112.9333267
MYS,Malaysia,2.025099993,103.3328018
MYS,Malaysia,2.044100046,102.6527023
MYS,Malaysia,2.044199944,102.5689011
IDN,Indonesia,2.099999905,99.83332825
MYS,Malaysia,2.116669893,111.5166702
MYS,Malaysia,2.205692053,102.256134
MYS,Malaysia,2.267299891,102.5453033
MYS,Malaysia,2.299999952,111.8166733
MYS,Malaysia,2.349999905,102.1166687
MYS,Malaysia,2.380399942,102.2089005
MYS,Malaysia,2.431200027,103.8404999
MYS,Malaysia,2.454999924,102.2329025
MYS,Malaysia,2.470099926,102.2302017
MYS,Malaysia,2.514800072,102.8158035
MYS,Malaysia,2.522799969,101.7958984
MYS,Malaysia,2.553600073,102.7639999
MYS,Malaysia,2.650000095,101.6999969
MYS,Malaysia,2.729700089,101.9381027
MYS,Malaysia,2.738899946,102.248703
MYS,Malaysia,2.803299904,101.7972031
MYS,Malaysia,2.807899952,102.4048996
BRA,Brazil,2.81972003,-60.6733284
MYS,Malaysia,2.93333292,102.0833359
MYS,Malaysia,2.935270071,101.6911163
IDN,Indonesia,2.984499931,99.61579895
MYS,Malaysia,3.013086081,101.6138077
MYS,Malaysia,3.033329964,101.4499969
MYS,Malaysia,3.043900967,101.5806503
MYS,Malaysia,3.085069895,101.5328064
MYS,Malaysia,3.107259989,101.6067123
MYS,Malaysia,3.141200066,101.6865311
MYS,Malaysia,3.150000095,101.5333328
MYS,Malaysia,3.158799887,101.7574463
MYS,Malaysia,3.166670084,113.0333328
COL,Colombia,3.220380068,-76.3138504
MYS,Malaysia,3.349999905,101.8166733
MYS,Malaysia,3.424200058,101.1848984
COL,Colombia,3.437220097,-76.52249908
MYS,Malaysia,3.450599909,102.4176025
MYS,Malaysia,3.483599901,103.3995972
MYS,Malaysia,3.516669989,101.9000015
IDN,Indonesia,3.583329916,98.66667175
IDN,Indonesia,3.60010004,98.48539734
MYS,Malaysia,3.674599886,100.986702
MYS,Malaysia,3.68333292,101.5166702
MYS,Malaysia,3.769799948,100.9878998
MYS,Malaysia,3.789900064,101.8570023
MYS,Malaysia,3.807699919,103.3259964
CMR,Cameroon,3.866669893,11.51667023
COL,Colombia,3.880429983,-73.76566315
MYS,Malaysia,3.936000109,102.3626022
MYS,Malaysia,4.025899887,101.0213013
IDN,Indonesia,4.136300087,96.12850189
COL,Colombia,4.142000198,-73.62664032
MYS,Malaysia,4.166669846,101.1999969
MYS,Malaysia,4.18419981,102.0467987
MYS,Malaysia,4.216667175,100.6999969
MYS,Malaysia,4.232299805,100.6297989
MYS,Malaysia,4.249800205,117.8871002
MYS,Malaysia,4.25,103.4166718
MYS,Malaysia,4.414800167,114.0089035
NGA,Nigeria,4.452199936,7.168079853
MYS,Malaysia,4.481780052,118.6111832
MYS,Malaysia,4.514100075,103.4483032
COL,Colombia,4.533889771,-75.68110657
BRN,Brunei Darussalam,4.583330154,114.1833267
MYS,Malaysia,4.58409977,101.082901
VEN,"Venezuela, RB",4.602177143,-61.1112442
COL,Colombia,4.609710217,-74.08174896
MYS,Malaysia,4.63740015,103.4367981
MYS,Malaysia,4.766670227,100.9333267
NGA,Nigeria,4.777420044,7.013400078
MYS,Malaysia,4.783332825,103.4333344
COL,Colombia,4.809380054,-74.09799957
COL,Colombia,4.813330173,-75.69611359
MYS,Malaysia,4.849999905,100.7333298
BRN,Brunei Darussalam,4.940289974,114.9480591
MYS,Malaysia,5.010799885,100.541008
MYS,Malaysia,5.026800156,118.3270035
MYS,Malaysia,5.165860176,100.4779282
MYS,Malaysia,5.205599785,103.2059021
MYS,Malaysia,5.280272007,115.2473145
MYS,Malaysia,5.283332825,100.2666702
CIV,Cote d'Ivoire,5.309430122,-4.019720078
MYS,Malaysia,5.312009811,100.4422913
MYS,Malaysia,5.330200195,103.1408005
MYS,Malaysia,5.337800026,116.160202
MYS,Malaysia,5.347300053,115.7454987
MYS,Malaysia,5.364990234,100.5617676
MYS,Malaysia,5.411230087,100.3354263
MYS,Malaysia,5.460609913,100.3074188
MYS,Malaysia,5.480319977,100.4984894
GHA,Ghana,5.556019783,-0.196899995
IDN,Indonesia,5.557700157,95.32219696
MYS,Malaysia,5.646999836,100.4877167
VEN,"Venezuela, RB",5.663889885,-67.62361145
MYS,Malaysia,5.733329773,115.9333267
MYS,Malaysia,5.73360014,102.4897003
MYS,Malaysia,5.800000191,102.1500015
MYS,Malaysia,5.817170143,100.4738083
MYS,Malaysia,5.82310009,116.0466003
NGA,Nigeria,5.835229874,7.359889984
MYS,Malaysia,5.840199947,118.117897
SUR,Suriname,5.866380215,-55.16682053
MYS,Malaysia,5.871329784,102.2317734
MYS,Malaysia,5.974899769,116.072403
MYS,Malaysia,6.033329964,102.2833328
MYS,Malaysia,6.049339771,102.1398697
MYS,Malaysia,6.121039867,100.3601379
MYS,Malaysia,6.1332798,102.2386017
MYS,Malaysia,6.155232906,100.5341187
MYS,Malaysia,6.197760105,102.1709824
NGA,Nigeria,6.200640202,6.733839989
COL,Colombia,6.251840115,-75.563591
MYS,Malaysia,6.268119812,100.421669
LBR,Liberia,6.30053997,-10.7968998
MYS,Malaysia,6.326489925,99.84320068
MYS,Malaysia,6.349999905,99.80000305
THA,Thailand,6.426390171,101.823082
NGA,Nigeria,6.440199852,7.494299889
MYS,Malaysia,6.441400051,100.1986237
NGA,Nigeria,6.45306015,3.395829916
THA,Thailand,6.741919994,100.691391
LKA,Sri Lanka,6.931940079,79.84777832
THA,Thailand,7.008359909,100.4766769
COL,Colombia,7.125390053,-73.11979675
THA,Thailand,7.172279835,99.6863327
THA,Thailand,7.198820114,100.5951004
THA,Thailand,7.556330204,99.61141205
VEN,"Venezuela, RB",7.701310158,-72.35569
VEN,"Venezuela, RB",7.766940117,-72.22499847
THA,Thailand,7.789330006,99.63478088
VEN,"Venezuela, RB",7.814539909,-72.44309998
COL,Colombia,7.883329868,-72.50527954
VEN,"Venezuela, RB",7.887819767,-67.4723587
THA,Thailand,7.890590191,98.39810181
THA,Thailand,7.9375,99.1445694
THA,Thailand,7.974669933,99.63352966
VEN,"Venezuela, RB",8.008609772,-62.39889145
VEN,"Venezuela, RB",8.03125,-72.26052856
THA,Thailand,8.031700134,98.33408356
THA,Thailand,8.045800209,98.81034851
THA,Thailand,8.07227993,99.29225159
THA,Thailand,8.072569847,98.91052246
VEN,"Venezuela, RB",8.129229546,-63.54085922
THA,Thailand,8.169360161,100.1446991
VEN,"Venezuela, RB",8.220270157,-72.24389648
VEN,"Venezuela, RB",8.351220131,-62.64102173
PAN,Panama,8.383330345,-80.16667175
VEN,"Venezuela, RB",8.416669846,-71.1333313
THA,Thailand,8.433329582,99.96666718
THA,Thailand,8.450900078,98.52984619
IND,India,8.483329773,76.91667175
VEN,"Venezuela, RB",8.593099594,-70.22609711
VEN,"Venezuela, RB",8.595239639,-71.1434021
VEN,"Venezuela, RB",8.613659859,-71.65283966
ETH,Ethiopia,8.75,38.98332977
VEN,"Venezuela, RB",8.762220383,-70.41110992
VEN,"Venezuela, RB",8.887519836,-64.24543762
VEN,"Venezuela, RB",8.924160004,-67.42929077
PAN,Panama,8.993599892,-79.51972961
VEN,"Venezuela, RB",9.000029564,-71.91352081
ETH,Ethiopia,9.024970055,38.74689102
THA,Thailand,9.030200005,98.95285797
VEN,"Venezuela, RB",9.041830063,-69.7420578
NGA,Nigeria,9.057350159,7.489759922
VEN,"Venezuela, RB",9.06221962,-62.05102158
THA,Thailand,9.140110016,99.333107
NGA,Nigeria,9.199999809,12.48332977
VEN,"Venezuela, RB",9.215539932,-66.00733948
VEN,"Venezuela, RB",9.317779541,-70.60360718
VEN,"Venezuela, RB",9.332779884,-69.12082672
VEN,"Venezuela, RB",9.350290298,-65.3245163
VEN,"Venezuela, RB",9.370840073,-70.4347229
THA,Thailand,9.386240005,99.1986084
CRI,Costa Rica,9.423569679,-84.16522217
VEN,"Venezuela, RB",9.438890457,-64.47277832
THA,Thailand,9.53567028,99.93566895
VEN,"Venezuela, RB",9.554510117,-69.19564056
VEN,"Venezuela, RB",9.560090065,-69.2147522
VEN,"Venezuela, RB",9.661239624,-68.58267975
VEN,"Venezuela, RB",9.75,-63.17667007
VEN,"Venezuela, RB",9.787340164,-69.79370117
VEN,"Venezuela, RB",9.860050201,-66.38139343
VEN,"Venezuela, RB",9.911520004,-67.35381317
VEN,"Venezuela, RB",9.918609619,-68.30471802
VEN,"Venezuela, RB",9.928660393,-69.62010193
CRI,Costa Rica,9.933329582,-84.08332825
IND,India,9.933329582,78.1166687
VNM,Vietnam,9.934720039,106.3452835
IND,India,9.979999542,76.27999878
CRI,Costa Rica,10,-84.1166687
CRI,Costa Rica,10.01667023,-84.21666718
VNM,Vietnam,10.01667023,105.0833282
CRI,Costa Rica,10.02917957,-84.27404022
VNM,Vietnam,10.03332996,105.7833328
VEN,"Venezuela, RB",10.03862953,-67.48937988
VEN,"Venezuela, RB",10.06443977,-72.54499817
VEN,"Venezuela, RB",10.07388973,-69.32277679
PHL,Philippines,10.07954979,124.3432388
VEN,"Venezuela, RB",10.07999992,-69.12610626
CRI,Costa Rica,10.08802033,-84.47022247
CRI,Costa Rica,10.10247994,-84.31694031
VEN,"Venezuela, RB",10.13008022,-71.25946045
VEN,"Venezuela, RB",10.15526009,-68.56629944
VEN,"Venezuela, RB",10.16028023,-68.89499664
VEN,"Venezuela, RB",10.16201973,-68.00765228
VEN,"Venezuela, RB",10.17553997,-70.08274078
VEN,"Venezuela, RB",10.21667004,-64.6166687
VEN,"Venezuela, RB",10.21844006,-67.33016968
VEN,"Venezuela, RB",10.22387981,-67.4728775
VEN,"Venezuela, RB",10.24246979,-66.85723114
VEN,"Venezuela, RB",10.24693966,-67.59583283
VNM,Vietnam,10.25,105.9666672
VEN,"Venezuela, RB",10.25236988,-67.1847229
CRI,Costa Rica,10.2809,-84.9595108
TTO,Trinidad and Tobago,10.28332996,-61.46667099
TTO,Trinidad and Tobago,10.30000019,-61.18333054
VEN,"Venezuela, RB",10.31443882,-72.32474518
PHL,Philippines,10.31672001,123.8907089
IND,India,10.33333015,76.23332977
VEN,"Venezuela, RB",10.33990955,-68.74246979
VNM,Vietnam,10.35000038,106.3499985
VEN,"Venezuela, RB",10.38827992,-71.43991852
COL,Colombia,10.39972019,-75.51444244
VEN,"Venezuela, RB",10.46354008,-64.17749786
VEN,"Venezuela, RB",10.48801041,-66.87918854
VEN,"Venezuela, RB",10.49598026,-66.85346985
THA,Thailand,10.5,99.16667175
PHL,Philippines,10.52083015,124.0272217
VEN,"Venezuela, RB",10.53806019,-71.51693726
TTO,Trinidad and Tobago,10.58333015,-61.1166687
VEN,"Venezuela, RB",10.60383034,-67.0303421
VEN,"Venezuela, RB",10.61118984,-66.85214996
KHM,Cambodia,10.61666966,104.1833267
VNM,Vietnam,10.61666966,106.6666718
PHL,Philippines,10.63111019,122.9788895
VEN,"Venezuela, RB",10.63167,-71.64055634
TTO,Trinidad and Tobago,10.63333035,-61.3833313
TTO,Trinidad and Tobago,10.63333035,-61.33332825
TTO,Trinidad and Tobago,10.63333035,-61.28332901
TTO,Trinidad and Tobago,10.66617012,-61.51657105
TTO,Trinidad and Tobago,10.66666985,-61.53332901
PHL,Philippines,10.66666985,122.9499969
VEN,"Venezuela, RB",10.66781044,-63.25849152
VNM,Vietnam,10.75,106.6666718
VEN,"Venezuela, RB",10.79059982,-68.32576752
IND,India,10.81667042,78.68332672
VEN,"Venezuela, RB",10.93330002,-68.27716065
VNM,Vietnam,10.93332958,108.0999985
VNM,Vietnam,10.94999981,106.8166733
VEN,"Venezuela, RB",10.95796013,-63.84906006
COL,Colombia,10.96389008,-74.79638672
VNM,Vietnam,10.96667004,106.6500015
VEN,"Venezuela, RB",11.03332996,-63.86278153
VEN,"Venezuela, RB",11.08333015,-63.95000076
VNM,Vietnam,11.28332996,106.1333313
VEN,"Venezuela, RB",11.40450001,-69.67343903
THA,Thailand,11.49964047,99.62169647
VNM,Vietnam,11.53332996,106.9166718
PHL,Philippines,11.60805988,125.4319382
VEN,"Venezuela, RB",11.69559956,-70.1995697
THA,Thailand,11.77643967,102.8856735
VNM,Vietnam,11.83329964,107.9670029
VNM,Vietnam,11.91479969,107.4000015
IND,India,11.93000031,79.83000183
VNM,Vietnam,11.94645977,108.4419327
CUW,Curacao,12.10840035,-68.93354034
NIC,Nicaragua,12.13282013,-86.25039673
VNM,Vietnam,12.25,109.1833267
IND,India,12.30722046,76.64971924
THA,Thailand,12.38465977,99.90982819
ABW,Aruba,12.52398014,-70.02703095
PHL,Philippines,12.54920006,123.7335968
THA,Thailand,12.5706501,99.95876312
THA,Thailand,12.62137032,102.0047989
THA,Thailand,12.66644001,100.9007263
THA,Thailand,12.68095017,101.2579803
IND,India,12.86666966,74.8833313
THA,Thailand,12.90742016,99.64794922
THA,Thailand,12.93332958,100.8833313
IND,India,12.97622967,77.60328674
BRB,Barbados,13.06667042,-59.53332901
THA,Thailand,13.07147026,101.0031433
IND,India,13.08784008,80.2784729
THA,Thailand,13.11188984,99.94467163
THA,Thailand,13.20468044,99.97958374
THA,Thailand,13.24024963,99.82427979
BRB,Barbados,13.25,-59.65000153
THA,Thailand,13.36219978,100.9834518
THA,Thailand,13.37263012,99.83937836
THA,Thailand,13.41456032,100.0026398
THA,Thailand,13.51823998,99.95468903
THA,Thailand,13.53670979,99.81712341
THA,Thailand,13.54753017,100.2736206
THA,Thailand,13.58333015,100.8166733
THA,Thailand,13.59072018,100.1074829
THA,Thailand,13.65330029,100.2597198
THA,Thailand,13.65853977,100.5336227
SLV,El Salvador,13.68935013,-89.18717957
THA,Thailand,13.6923399,99.8496933
THA,Thailand,13.72698021,100.2152634
THA,Thailand,13.75,100.5166702
THA,Thailand,13.80200005,100.3211136
THA,Thailand,13.8162899,99.877388
THA,Thailand,13.81960011,100.0442734
THA,Thailand,13.84340954,100.3625107
THA,Thailand,13.84739018,101.0530624
THA,Thailand,13.8607502,100.5147705
THA,Thailand,13.92068005,100.6455231
THA,Thailand,13.92080975,99.76553345
THA,Thailand,13.96597004,101.513031
THA,Thailand,13.9773798,100.7777634
THA,Thailand,13.97914982,100.312088
SLV,El Salvador,13.99417019,-89.5597229
THA,Thailand,13.99769974,99.99214935
THA,Thailand,13.99903965,100.5496216
THA,Thailand,14.00411987,99.54831696
THA,Thailand,14.03728008,100.4048615
THA,Thailand,14.06441975,101.5150299
THA,Thailand,14.06466961,100.6457825
HND,Honduras,14.08180046,-87.20681
THA,Thailand,14.13477993,100.8250275
THA,Thailand,14.2046299,101.2129517
THA,Thailand,14.22727966,100.5787888
THA,Thailand,14.34062004,100.8673325
THA,Thailand,14.36277962,100.6720276
PHL,Philippines,14.38333321,121.0500031
